,code,ter,tc,tic
2450,AARFB,0.93,0.43,
2451,AMIA1,1.26,0.02,
2452,AMBA1,1.13,0.04,
2453,AMEA2,1.74,0.33,
2454,AMMEA1,2.02,0.33,
2455,AMPFA2,1.18,0.20,
2456,AMMPA1,1.41,0.20,
2457,TBSFD,0.47,0.05,
2458,BBASFB,1.68,0.52,
2459,BASFS,0.28,0.54,
2460,BEIFC,0.47,0.00,
2461,OMSRB4,3.06,0.15,
2462,PCBFB,,,
2463,OBEFA,1.71,1.06,
2464,UBBFB,1.65,0.45,
2465,BSGFA,1.18,0.00,
2466,MDHFA,2.30,0.28,
2467,OSEB4,0.77,0.97,
2468,OSEB3,0.35,0.97,
2469,OSEB2,0.85,0.97,
2470,OSEB1,1.31,0.97,
2471,ABPGF,0.70,0.37,
2472,ABPBF,0.96,0.28,
2473,MANEF,1.95,1.39,
2474,EIGMC,4.63,0.05,
2475,GOIFB3,0.13,0.01,
2476,GOIFA1,0.59,0.01,
2477,SGEB2,0.88,0.01,
2478,SGBFB3,1.93,0.24,
2479,SGBFB2,1.69,0.24,
2480,PGBB2,1.42,0.08,
2481,PGBA2,1.87,0.08,
2482,PGBFB,1.08,0.08,
2483,PGBFA,2.39,0.08,
2484,PBBFFA,1.47,0.16,
2485,BWDFB,1.47,0.30,
2486,BSMFB1,0.34,0.16,
2487,MANEFB,1.07,1.41,
2488,SGPB3,1.15,0.00,
2489,SGPB2,0.89,0.00,
2490,SGFB3,1.19,0.01,
2491,SGBB3,1.26,0.00,
2492,SGCB3,1.38,0.00,
2493,SEEFB3,1.10,0.00,
2494,SEEB2,1.82,0.00,
2495,SAIFA,,,
2496,PBCFFA,1.46,0.05,
2497,AAGPB,0.35,0.38,
2498,ABBPB,0.37,0.30,
2499,BFGFA,1.70,0.30,
2500,ABEFD,0.61,0.78,
2501,FLWFR,1.53,0.37,
2502,GEIGC,1.68,0.12,
2503,AC6FA1,0.89,0.05,
2504,AC2FA1,0.85,0.04,
2505,OMGEB3,2.75,0.00,
2506,OMGEB1,2.54,0.00,
2507,BMMFC,0.27,0.00,
2508,AC4FA1,0.96,0.03,
2509,NFAB2,1.49,0.36,
2510,AABAFC,1.00,0.22,
2511,ABGEFF,2.30,0.00,
2512,ABGCPF,2.83,0.00,
2513,ABPFA,1.81,0.32,
2514,BPMFC,2.89,0.45,
2515,VBGFB,2.08,0.17,
2516,CBBFE,1.03,0.16,
2517,CMFCZ,0.08,0.45,
2518,FBPA4,2.10,0.21,
2519,27FA4,2.05,0.12,
2520,27FA2,1.33,0.30,
2521,BBMFB,2.35,0.19,
2522,MOCB,2.04,0.07,
2523,MOBB,2.17,0.19,
2524,OPPE,1.34,0.03,
2525,AEEA1,0.74,0.18,
2526,CFLCB,1.72,0.01,
2527,PIWCA,2.98,0.48,
2528,RCICB,1.83,0.66,
2529,RCICA,2.25,0.66,
2530,MILAR,0.00,,
2531,MIPRA,0.37,,
2532,AFMAR,0.06,0.00,
2533,CEFB,0.45,0.53,
2534,NSFAR,,,
2535,MARFA,0.00,,
2536,NICCA,,,
2537,MMIRA,0.00,,
2538,LAMFA,,,
2539,GMIFA,,,
2540,JBMRA,,,
2541,CEFA2,1.59,0.53,
2542,CEFA1,1.85,0.53,
2543,SEIAR,,,
2544,SAIAR,,,
2545,STBAR,,,
2546,SILFR,,,
2547,SMOFR,,,
2548,PTIAR,0.25,,
2549,MBFNR,,,
2550,SILB3,0.03,0.00,
2551,SAMB2,0.60,0.00,
2552,SAMB1,0.42,0.00,
2553,SPBAR,,,
2554,STMFA,,,
2555,STMAR,,,
2556,STMBA,,,
2557,STIPA,,,
2558,STFIA,,,
2559,STIAR,,,
2560,STEYA,,,
2561,AEEB3,0.17,0.18,
2562,AEEB1,0.56,0.18,
2563,TMFFL,0.72,0.53,
2564,TMFFJ,0.83,0.53,
2565,TMFFG,1.12,0.53,
2566,TMFFF,1.23,0.53,
2567,TMBFG,1.13,0.55,
2568,OAMB1,1.21,0.26,
2569,OMVB3,0.52,0.33,
2570,SPFA6,2.09,0.12,
2571,27FSA5,1.08,0.12,
2572,SBPA5,1.75,0.24,
2573,TMIFK,0.64,0.57,
2574,TMIFJ,0.81,0.57,
2575,TMGFK,0.65,0.69,
2576,TMGFJ,0.82,0.69,
2577,TMGFG,1.11,0.69,
2578,TMFIC,0.90,0.11,
2579,TMFIB,0.89,0.11,
2580,TMFIA,1.46,0.11,
2581,TMFFM,0.60,0.53,
2582,TMFFH,1.00,0.53,
2583,IHICL,0.83,0.03,
2584,TMIFM,0.52,0.57,
2585,TMIFL,0.58,0.57,
2586,TMIFH,0.98,0.57,
2587,TMIFG,1.09,0.57,
2588,TMIFC,0.87,0.57,
2589,TMIFA,1.44,0.57,
2590,TMGFM,0.53,0.69,
2591,TMGFL,0.59,0.69,
2592,TMGFH,0.82,0.69,
2593,ISPCZ,1.03,0.28,
2594,IPETL,0.98,0.14,
2595,IPMTL,1.09,0.13,
2596,ISIET,1.09,0.42,
2597,ISICL,0.49,0.00,
2598,ISIUZ,0.59,0.00,
2599,ISIUY,0.60,0.00,
2600,WBMFA,2.46,0.19,
2601,WBCFA,2.88,0.14,
2602,ISSFB,0.72,0.00,
2603,ISSGB,1.30,,
2604,ISRCZ,0.78,0.20,
2605,ISRRT,1.21,0.13,
2606,IRETL,0.97,0.09,
2607,OMIB3,0.43,0.01,
2608,MEPB4,0.26,0.47,
2609,SEPA5,1.76,0.45,
2610,SEPA3,1.77,0.45,
2611,SEPA2,1.76,0.45,
2612,LPGCB,2.35,0.06,
2613,COGMB3,1.40,0.20,
2614,COGMB,3.03,0.20,
2615,COGM,1.69,0.20,
2616,PPFCB,0.46,0.12,
2617,PPMCB,0.59,0.16,
2618,NIDCB,0.47,0.13,
2619,PTSAE,1.49,0.37,
2620,PEICC,2.37,0.07,
2621,PRMFA,0.42,0.00,
2622,GDICC,0.74,0.00,
2623,OSAC3,2.70,0.03,
2624,PPICB,0.32,0.03,
2625,PPQCB,0.50,0.28,
2626,PPECB,0.12,0.00,
2627,PPCCB,0.42,0.05,
2628,NIDCC,0.64,0.13,
2629,PACD,1.38,0.32,
2630,PRMFB3,0.02,0.00,
2631,PRMFB1,0.13,0.00,
2632,ABRB,3.72,0.17,
2633,SBCB10,0.10,0.06,
2634,GDICA,0.94,0.00,
2635,SLSB,1.57,0.33,
2636,SBSB,1.55,0.24,
2637,SPFB3,0.01,0.07,
2638,SIAB5,0.53,0.01,
2639,SMMG,0.01,0.35,
2640,GSLB2,0.25,0.19,
2641,SGEB8,0.88,0.29,
2642,ABRBB,0.09,0.17,
2643,ABRA,2.23,0.17,
2644,SPSB,1.52,0.16,
2645,SLL1,0.02,0.00,
2646,MCMB1,0.71,0.00,
2647,ASIA,0.61,0.00,
2648,EBFA,2.87,0.42,
2649,SMLB,0.94,0.30,
2650,OSBB5,0.11,0.97,
2651,SMB10,0.24,0.02,
2652,CICA,1.02,0.11,
2653,NICA,1.45,0.19,
2654,MQCI,1.35,0.04,
2655,EBFC,2.23,0.42,
2656,NIGCFC,2.85,0.05,
2657,NIGCFB,1.33,0.05,
2658,NIGCFA,1.58,0.05,
2659,MSML,1.67,0.30,
2660,OMDFB,0.16,,
2661,OMCB1,0.54,0.06,
2662,OMCA2,0.84,,
2663,OMCDA,0.85,0.06,
2664,TSIB2,1.42,0.01,
2665,TRSI,1.74,0.01,
2666,TSFB2,2.57,0.12,
2667,TRSF,2.98,0.12,
2668,TSBB2,0.85,0.18,
2669,TRSB,2.39,0.18,
2670,AGDFB,1.42,0.11,
2671,AGDFA,2.29,0.11,
2672,PMPFA,0.70,0.18,
2673,PMIFA,0.48,0.01,
2674,PMBFA,0.56,0.00,
2675,CSMFA,1.85,0.29,
2676,CBFA,1.70,0.24,
2677,TSSB2,0.85,0.09,
2678,TRSS,2.27,0.09,
2679,SCFFA,1.12,0.05,
2680,PCPB2,0.80,0.05,
2681,PEYB2,0.48,0.00,
2682,SVFA1,1.74,0.30,
2683,SCFA2,1.07,0.10,
2684,SMAB6,0.94,0.21,
2685,SIAFB,0.92,0.18,
2686,SMAFB,0.80,0.18,
2687,SMMAA,1.11,0.18,
2688,SMCB6,0.58,0.05,
2689,SCFFB,0.76,0.05,
2690,PMFB2,1.01,0.16,
2691,PPIB2,0.64,0.00,
2692,PICB2,0.73,0.03,
2693,SVFB8,0.88,0.30,
2694,PPSB2,0.90,0.20,
2695,SIMA2,1.11,0.14,
2696,SIMB6,0.77,0.14,
2697,SCFB6,0.79,0.09,
2698,SMAB3,0.80,0.21,
2699,SAFA2,1.11,0.21,
2700,OBMB1,1.66,0.30,
2701,OMMCA,2.00,0.30,
2702,MOBB5,1.06,0.18,
2703,MBSB5,0.82,0.12,
2704,PMSB2,0.85,0.12,
2705,MFEB2,1.19,0.12,
2706,PLEB2,0.77,0.04,
2707,PEFB2,0.97,0.28,
2708,SIMB7,0.83,0.14,
2709,SCFB3,0.76,0.10,
2710,SAFB2,0.75,0.37,
2711,SAFB,2.46,0.37,
2712,SAAB1,2.03,0.01,
2713,SAICB,0.60,0.00,
2714,SAIB6,0.03,0.00,
2715,SAAB5,0.48,0.00,
2716,LYPC1,3.29,0.18,
2717,CCWF,1.55,0.08,
2718,AMVB1,0.39,0.07,
2719,MCOF,2.25,0.50,
2720,SAAIA2,1.35,0.00,
2721,SAAIB3,0.72,0.00,
2722,SAAIB2,0.89,0.00,
2723,SAAIB1,1.00,0.00,
2724,LPCC1,3.25,0.09,
2725,LPCA1,1.60,0.09,
2726,LYPA1,1.68,0.18,
2727,RTFB3,0.34,0.12,
2728,RMMB3,1.47,0.35,
2729,REB2,2.04,0.35,
2730,RMVB4,1.27,0.41,
2731,RVB2,1.84,0.41,
2732,RMVB,2.81,0.41,
2733,RTB2,1.48,0.12,
2734,RMTF,2.17,0.11,
2735,RPFB7,1.16,0.06,
2736,RPB4,0.02,0.06,
2737,RPB3,1.27,0.07,
2738,RPB2,1.73,0.06,
2739,RPB1,2.41,0.07,
2740,RPF6,2.01,0.07,
2741,ASWGB1,2.29,0.29,
2742,ASWDB3,0.88,0.06,
2743,ASWDB2,2.02,0.06,
2744,ASWDB1,2.02,0.06,
2745,RMM4,1.01,0.00,
2746,RMMIC4,0.10,0.00,
2747,RMMC4,0.08,0.06,
2748,RMFM,1.51,0.06,
2749,ASWSB1,1.03,0.02,
2750,ASWGB3,1.04,0.29,
2751,ASWGB2,2.35,0.29,
2752,ASWFB1,1.83,0.03,
2753,RMMB9,0.29,0.00,
2754,RMMB8,0.41,0.00,
2755,RMMB7,0.47,0.00,
2756,RMM6,0.12,0.00,
2757,RMM5,0.01,0.00,
2758,RMM3,0.35,0.00,
2759,STXRES,0.39,0.06,
2760,STXIND,0.39,0.10,
2761,STXFIN,0.38,0.07,
2762,STX40,0.38,0.08,
2763,PMBA1,2.29,0.37,
2764,PMBCA,2.97,0.37,
2765,IWECI,1.17,0.08,
2766,CMSA,0.41,0.17,
2767,CIMA,1.23,0.14,
2768,MVMM,0.36,0.00,
2769,DBXUK,0.85,0.00,
2770,DBXEU,0.85,0.00,
2771,STXSWX,0.42,0.06,
2772,PMBCC,2.69,0.37,
2773,PMBCB,2.86,0.37,
2774,PMBA2,3.03,0.37,
2775,IGOCI,1.11,0.00,
2776,SMTB4,2.81,0.09,
2777,CMMCG,0.46,0.00,
2778,CMMCE,0.24,0.00,
2779,SMMTA,1.93,0.09,
2780,SMMFA,2.03,0.10,
2781,MMFCH,0.58,0.00,
2782,MMFCG,0.46,0.00,
2783,MMFCF,0.35,0.00,
2784,MMFCE,0.24,0.00,
2785,MMFCA,0.18,0.00,
2786,IDICA,0.99,0.02,
2787,PGECB,1.71,0.19,
2788,STMB6,0.87,0.35,
2789,LEPA1,1.14,0.56,
2790,FFTB,1.58,0.21,
2791,FFTA,1.64,0.21,
2792,FFGB,1.51,0.16,
2793,FFGA,1.57,0.16,
2794,CECA,0.41,0.47,
2795,CCSA,0.46,0.12,
2796,SMFB4,2.91,0.10,
2797,MIWR,2.07,0.06,
2798,XSGF,1.49,0.07,
2799,STXDIV,0.38,0.18,
2800,PTXSPY,0.58,0.00,
2801,LEPB4,1.06,0.56,
2802,LEPB3,0.01,0.56,
2803,LEPB2,0.52,0.56,
2804,LEPB1,0.85,0.56,
2805,LEPA2,1.14,0.56,
2806,APEB4,0.76,0.02,
2807,ADUB4,0.70,0.07,
2808,ADUB1,0.03,0.07,
2809,EBEFB,1.23,0.30,
2810,CBCIFA,2.38,1.30,
2811,ABCIFB,1.83,0.31,
2812,ANBMFA,1.82,0.38,
2813,ANBCFA,1.67,0.08,
2814,IWIDEH,1.26,0.79,
2815,ABFB,0.26,0.00,
2816,CBFFA,2.42,0.27,
2817,PHEFC,0.20,0.18,
2818,SYGEA,1.27,0.52,
2819,MCACB2,0.94,2.42,
2820,MSEFH,1.02,0.67,
2821,MSEFG,1.08,0.67,
2822,MSEFF,1.13,0.67,
2823,MSEFE,1.19,0.67,
2824,MSEFD,1.25,0.67,
2825,MSEFC2,1.36,0.67,
2826,MSEFC,1.34,0.65,
2827,MSEFA,1.51,0.65,
2828,MFPA1,1.87,0.07,
2829,VALG,1.93,0.28,
2830,WFFJ,1.43,0.76,
2831,WFFE,1.92,0.76,
2832,WFFG,1.92,0.76,
2833,MCFB3,0.15,0.00,
2834,MCDBB3,,,
2835,MCDBFA,1.07,0.22,
2836,MCBFB3,0.02,0.51,
2837,MCBFA,1.30,0.51,
2838,MCACB3,0.13,2.42,
2839,EQTE,1.28,0.62,
2840,VALJ,1.18,0.28,
2841,VALE,1.49,0.28,
2842,WFFZ,0.36,0.76,
2843,RCBB,1.65,0.04,
2844,RCBA,1.71,0.04,
2845,BCPECD,1.09,1.40,
2846,GSLEB3,0.89,0.18,
2847,GSCGB3,0.92,0.29,
2848,SMEB12,0.60,0.34,
2849,ABOFB,2.00,0.58,
2850,RCBPB,1.73,0.05,
2851,RCBPA,1.79,0.05,
2852,RCCFB,1.64,0.03,
2853,RCCFA,1.70,0.03,
2854,DADAOF,1.94,0.25,
2855,DMDAOF,1.75,0.14,
2856,DCDAOF,1.69,0.09,
2857,GSBFB3,0.92,0.24,
2858,ABGPB,0.73,1.18,
2859,M1CB3,0.45,0.63,
2860,MCFC,1.21,0.01,
2861,OGEFC,4.13,0.29,
2862,SMMB9,1.39,0.18,
2863,SICB9,1.50,0.05,
2864,SMCB9,1.67,0.10,
2865,SMAB9,1.43,0.21,
2866,SGEB6,0.93,0.29,
2867,PBFCC,2.55,0.16,
2868,PEPTF,0.64,0.11,
2869,MFB10,0.06,0.03,
2870,MBFB9,0.66,0.01,
2871,MBFB7,0.72,0.01,
2872,MOICC,0.76,0.24,
2873,MOIFC,1.24,0.07,
2874,SIIB9,1.25,0.09,
2875,SGEB9,1.48,0.29,
2876,SIBB9,1.61,0.16,
2877,SIAB9,1.16,0.01,
2878,SGIB8,0.89,0.18,
2879,SIVB6,0.86,0.30,
2880,SIVB5,0.10,0.30,
2881,CABB2,0.83,0.24,
2882,BFCA3,0.03,0.42,
2883,ADCB3,0.03,0.03,
2884,AEDB1,0.56,0.03,
2885,SPIF,0.01,0.08,
2886,SIFB6,0.66,0.00,
2887,IBFC,1.43,0.33,
2888,IBFA,2.08,0.33,
2889,HIGI,0.41,0.01,
2890,PFFB,1.95,0.16,
2891,ARIC,2.61,0.15,
2892,STGC2,3.38,0.33,
2893,SMBC2,3.34,0.24,
2894,SMMC2,3.34,0.16,
2895,BFCA2,2.03,0.42,
2896,BFCA1,2.31,0.42,
2897,ADICA,0.13,0.03,
2898,NWFA2,1.94,0.37,
2899,NWAA2,1.84,0.23,
2900,NCPA2,1.67,0.08,
2901,MIPEI,0.91,0.00,
2902,SFIB5,1.25,0.00,
2903,PMFC,0.42,0.13,
2904,PKID,1.60,0.22,
2905,AEIB,0.72,0.12,
2906,PRECD,1.58,0.18,
2907,PDMCD,1.50,0.27,
2908,DWV2,3.93,0.22,
2909,LPCA2,1.59,0.09,
2910,LPBC2,3.04,0.18,
2911,LYPA2,1.67,0.18,
2912,OMAC,2.86,0.26,
2913,OMAA,1.44,0.26,
2914,LPOC2,3.22,0.33,
2915,LPOC1,3.42,0.33,
2916,LPOA2,1.84,0.33,
2917,GIVISA,0.16,0.00,
2918,LFCA1,2.61,0.74,
2919,CGFTB,0.40,0.21,
2920,CGFA2,0.86,0.21,
2921,CGFA1,1.54,0.21,
2922,MIPR,2.58,0.07,
2923,AMMAR,0.70,0.06,
2924,LPCC2,2.95,0.09,
2925,LPOA1,1.85,0.33,
2926,MICF,1.67,3.75,
2927,ISIE,0.12,0.33,
2928,DBXJP,0.85,0.00,
2929,OMUMFA,0.87,0.03,
2930,MCSB,2.69,0.25,
2931,MSFB,2.84,0.31,
2932,TSFA,2.79,0.19,
2933,AIFFG,1.87,0.27,
2934,AMMCA,0.95,0.32,
2935,ABBCA,0.93,0.00,
2936,ASHINF,0.47,0.01,
2937,GIVRES,0.18,0.00,
2938,DBXUS,0.85,0.00,
2939,DBXWD,0.68,0.00,
2940,GIVFIN,0.16,0.00,
2941,GIVIND,0.18,0.00,
2942,ABFCA,1.08,0.00,
2943,AEICB,2.20,0.06,
2944,ABBB,2.15,0.57,
2945,ABFCB,2.69,0.23,
2946,ABACC,0.42,0.01,
2947,27FB3,1.01,0.45,
2948,27FA1,1.77,0.45,
2949,ASHT40,0.18,0.04,
2950,CSPEF,1.51,0.10,
2951,OMTI,0.88,0.01,
2952,ISGF,2.07,0.00,
2953,AHWM,1.65,0.40,
2954,PGVF,2.01,0.11,
2955,PEFB,1.83,0.18,
2956,MSCB,2.23,0.14,
2957,OMIG,2.72,0.00,
2958,NGEF,1.30,0.06,
2959,RMSF,1.16,0.23,
2960,OMUB,0.61,0.13,
2961,INVW,1.28,0.08,
2962,OCEF,2.18,0.04,
2963,MNIP,2.55,0.07,
2964,NISCA,1.29,0.03,
2965,INCB,0.70,0.01,
2966,OMFFA,1.93,0.20,
2967,OCIPEF,1.75,0.00,
2968,RBPF,1.44,0.07,
2969,SYGR,1.17,0.71,
2970,SNFF,2.60,0.17,
2971,SASF,1.99,0.09,
2972,APECB,2.71,0.53,
2973,AM6B,2.87,0.16,
2974,AM5B,2.87,0.10,
2975,RMHT,1.60,0.50,
2976,AHVR,1.16,0.19,
2977,MMOB,2.14,0.20,
2978,OMGB,1.85,0.04,
2979,CUIF,1.13,0.00,
2980,SYMR,1.21,0.36,
2981,INAO,1.99,0.03,
2982,APSCB,2.25,0.03,
2983,ASECB,2.69,0.06,
2984,ARPCB,2.71,0.67,
2985,AM4B,2.82,0.08,
2986,AM3B,2.77,0.06,
2987,AIFCB,3.05,0.20,
2988,AIBCC,0.43,0.01,
2989,AIECB,2.15,0.00,
2990,ABACB,1.51,0.00,
2991,AAFCB,2.68,0.01,
2992,AGMF,0.29,0.00,
2993,AGES,3.62,0.06,
2994,AGSF,1.65,0.07,
2995,AGOF,2.18,0.17,
2996,INNF,0.57,0.02,
2997,INAF,1.34,0.03,
2998,MACF,2.30,0.11,
2999,INAW,2.13,0.08,
3000,AGOB,3.48,0.17,
3001,CNIG,2.45,0.08,
3002,FGBF,1.60,0.07,
3003,MFA5,2.67,0.16,
3004,AMC4,2.48,0.08,
3005,AGGF,1.83,0.15,
3006,FIFF,1.91,0.00,
3007,ABST,1.51,0.20,
3008,MBMF,2.78,0.19,
3009,FEFA,1.89,0.49,
3010,ASMBB1,1.14,0.04,
3011,MBIK,1.82,0.14,
3012,PTST,0.34,0.19,
3013,AGOE,2.09,0.15,
3014,ABMM,0.57,0.00,
3015,MHGE,1.27,0.13,
3016,ABAF,1.72,0.01,
3017,ABPS,0.91,0.03,
3018,ABSB,1.22,0.23,
3019,FNBG,1.49,0.13,
3020,AGBF,1.60,0.08,
3021,M4IA,0.68,0.03,
3022,ASMIB1,0.95,0.03,
3023,INMB,0.46,0.02,
3024,ABBF,1.78,0.23,
3025,FEQF,1.17,0.18,
3026,ASMPB1,1.01,0.18,
3027,FFFA,2.06,0.38,
3028,ABPE,1.74,0.53,
3029,ABRF,1.18,0.67,
3030,AGBS,2.83,0.08,
3031,ABSC,0.86,0.00,
3032,ASMFB1,1.15,0.49,
3033,ASEF,1.72,0.06,
3034,AGEF,2.34,0.06,
3035,FFFCR,1.51,0.00,
3036,ASMEB1,1.60,0.32,
3037,ABUD,0.89,0.04,
3038,FRIA,1.70,0.27,
3039,MBIC,1.86,0.12,
3040,AGBD,0.58,0.00,
3041,MGRE,1.39,0.11,
3042,SMGF,2.08,0.14,
3043,MOEF,2.06,0.15,
3044,MPAI,1.33,0.03,
3045,MGGF,1.94,0.14,
3046,MBHD,1.49,0.14,
3047,MGIF,1.03,0.00,
3048,RMBM,1.20,0.01,
3049,RMBB,0.92,0.01,
3050,STMI,1.16,0.00,
3051,SMXF,1.25,0.09,
3052,SCBF,1.14,0.00,
3053,LBFF,1.72,0.21,
3054,STCA,2.41,0.00,
3055,MSGP,2.40,0.11,
3056,STDI,0.85,0.00,
3057,SDFF,2.38,0.15,
3058,LIIA,1.71,0.13,
3059,STM1,1.16,0.07,
3060,GDBI,0.83,0.00,
3061,MSMI,1.91,0.06,
3062,MSCR,2.29,0.18,
3063,STFB,0.86,0.00,
3064,STP1,1.17,0.06,
3065,LBFT,0.49,0.08,
3066,STHE,2.19,0.04,
3067,SIPF,1.83,0.00,
3068,SMRA,2.00,0.06,
3069,GDBR,1.16,0.54,
3070,LISA,1.88,0.12,
3071,STL1,1.05,0.04,
3072,SCFA,1.40,0.03,
3073,STEG,2.59,0.00,
3074,SMCI,1.50,0.05,
3075,STMMAA,2.15,0.12,
3076,STPI,1.48,0.08,
3077,STP3,0.01,0.00,
3078,LIQF,1.23,0.33,
3079,LIRA,1.72,0.54,
3080,GDBS,1.31,0.12,
3081,SCPA,0.63,0.00,
3082,STIB,2.24,0.00,
3083,LFNC,1.15,0.21,
3084,STLE,1.71,0.04,
3085,STSEA,1.72,0.21,
3086,STCF,0.76,0.00,
3087,LISB,0.75,0.12,
3088,STUA,2.41,0.09,
3089,LIVA,1.71,0.17,
3090,LIVC,1.14,0.17,
3091,PAWP,2.48,0.08,
3092,PRIP,1.58,0.10,
3093,PMMF,0.44,0.02,
3094,PAWM,2.54,0.13,
3095,MRFM,2.24,0.61,
3096,PRMM,0.04,0.02,
3097,APMF,2.36,0.15,
3098,PSEB,1.03,0.04,
3099,PSGM,0.59,0.13,
3100,PSGO,2.12,0.23,
3101,OMCF,1.46,0.11,
3102,VEMM,0.58,0.00,
3103,PSSB,1.50,0.32,
3104,PAWI,1.85,0.04,
3105,RVTU,1.46,0.12,
3106,PSGG,1.73,0.42,
3107,PSAI,1.17,0.10,
3108,MQUB,2.31,0.22,
3109,APRF,2.23,0.12,
3110,NFIF,0.88,0.03,
3111,OMGL,1.23,0.18,
3112,OMMF,0.58,0.00,
3113,DGEF,1.96,0.07,
3114,OMTL,1.16,0.33,
3115,IMMB,0.31,0.00,
3116,OMCBA,1.57,0.05,
3117,OMGRA,1.27,0.35,
3118,FLWF,2.10,0.42,
3119,NDFI,1.43,0.03,
3120,UALS,1.38,0.30,
3121,OMIFA,1.47,0.33,
3122,OMFX,1.33,0.20,
3123,OMFS,1.17,0.22,
3124,SYMA,1.78,0.36,
3125,MBAS,2.20,0.50,
3126,DDIF,1.16,0.02,
3127,DYFF,1.61,0.07,
3128,MLAG,3.39,0.05,
3129,SCFF,1.85,0.03,
3130,MDDS,1.96,0.09,
3131,OBOF,0.02,0.00,
3132,OMGFA,1.76,0.44,
3133,CNTF,0.84,0.27,
3134,EFFP,1.42,0.18,
3135,NEEC,2.02,0.26,
3136,CCGF,1.32,0.30,
3137,NEBA,2.01,0.07,
3138,MRPR,1.16,0.07,
3139,CPEF,1.43,0.05,
3140,VELG,0.44,0.01,
3141,FLFF,2.45,0.38,
3142,STMF,1.72,0.35,
3143,SORT,1.32,0.13,
3144,LIMC,1.63,0.00,
3145,CCPF,1.69,0.07,
3146,RMIH,1.89,0.00,
3147,MCCA,3.54,0.13,
3148,MCEL,2.87,0.24,
3149,PSGI,2.86,0.22,
3150,MDWV,2.61,0.22,
3151,SMEF,1.77,0.15,
3152,PSGF,1.60,0.04,
3153,SBFFA,0.93,0.00,
3154,PRUO,2.22,0.18,
3155,PRUA,1.58,0.16,
3156,PHYB,0.89,0.05,
3157,COBA,1.78,0.06,
3158,SAPF,1.72,0.07,
3159,MPIP,2.17,0.05,
3160,CNFG,1.46,0.22,
3161,PBEB2,0.76,0.10,
3162,MCBB,2.52,0.14,
3163,PIPA1,1.79,0.11,
3164,CPEP,2.06,0.18,
3165,CORB,1.63,0.12,
3166,MCFM,2.06,0.17,
3167,OMTFA,1.12,0.37,
3168,RMCA,1.50,0.06,
3169,MDSP,2.45,0.15,
3170,MCDI,1.77,0.06,
3171,MFCA,4.21,0.24,
3172,MCEC,2.39,0.13,
3173,SFFA,1.42,0.07,
3174,MCSP,3.15,0.25,
3175,CNCG,1.16,0.25,
3176,DWPF,1.76,0.11,
3177,CNSB,0.88,0.00,
3178,SAGR,1.81,0.33,
3179,MICA,1.43,0.09,
3180,SBAQ,2.20,0.01,
3181,MPBP,2.49,0.15,
3182,LCFA,1.70,0.32,
3183,CORG,1.16,0.16,
3184,SBAA,1.70,0.01,
3185,CNOG,1.58,0.20,
3186,LIQA,1.80,0.33,
3187,OMIR,1.17,0.11,
3188,CIMF,0.53,0.00,
3189,DTR40,1.97,0.31,
3190,BSIE,,,
3191,SISCB,,,
3192,SIIP,,,
3193,STICB,,,
3194,BAIT,,,
3195,SIMCB,,,
3196,SIIM,,,
3197,STSI,,,
3198,BAAF,3.59,,
3199,MCMB2,0.25,0.00,
3200,BMMF,,,
3201,BIFF,0.76,,
3202,SISI,0.76,,
3203,SISIF,,,
3204,SINCB,,,
3205,SIRCB,,,
3206,BSIF,,,
3207,PGMCB,1.62,0.09,
3208,RSMB4,0.04,0.35,
3209,VPSB3,2.57,0.02,
3210,BGFF,3.35,,
3211,SCBMM,,,
3212,SSPB2,0.79,0.25,
3213,SSPF2,1.07,0.25,
3214,SSPF1,1.40,0.25,
3215,VPSB4,3.14,0.02,
3216,VPFB4,2.94,0.03,
3217,VPFB3,2.37,0.03,
3218,VCTB4,2.85,0.03,
3219,VCTB3,2.28,0.03,
3220,SMWA3,0.56,0.11,
3221,STFA3,0.41,0.25,
3222,FECB3,0.02,0.54,
3223,FAEA3,2.08,0.54,
3224,FECA1,2.44,0.54,
3225,ILCFC,3.29,0.02,
3226,ILCB3,0.13,0.02,
3227,ILCB1,0.70,0.02,
3228,ILCA1,1.85,0.02,
3229,MPRF,1.50,0.01,
3230,NPWA2,3.37,0.00,
3231,NPSA2,3.45,0.00,
3232,NPFA2,2.49,0.22,
3233,NPBA2,3.41,0.00,
3234,NPAA2,3.56,0.12,
3235,STIB8,2.36,0.00,
3236,STIB7,1.11,0.00,
3237,SBRB,2.41,0.19,
3238,MSBB,3.72,0.19,
3239,STA10,0.87,0.00,
3240,SANF,1.77,0.37,
3241,SAIB,1.77,0.21,
3242,AHAY,0.97,0.00,
3243,MBIS,2.11,0.03,
3244,MGBF,2.21,0.14,
3245,RMMM,0.58,0.00,
3246,MHFI,1.19,0.03,
3247,SBFA,1.60,0.16,
3248,STFA,1.14,0.00,
3249,SNGF,0.88,0.02,
3250,PECB,0.02,0.11,
3251,SMAA,1.49,0.12,
3252,CORA,1.28,0.16,
3253,CSPFD,1.45,0.10,
3254,RMFC,3.01,0.34,
3255,CCIP,1.51,0.32,
3256,CGMG,0.60,,
3257,SMFA,1.42,0.06,
3258,AFMM,0.29,0.00,
3259,SMMAA1,1.12,0.18,
3260,MCSF,3.30,0.31,
3261,RMCF,1.90,0.08,
3262,CGEM,1.80,0.23,
